   66   12  11    7.354E-11 7.990E-11 8.509E-11 8.890E-11 9.060E-11 9.157E-11 9.230E-11 9.292E-11 9.345E-11 9.389E-11 9.424E-11 9.452E-11 9.504E-11 9.488E-11 9.449E-11 9.472E-11 9.548E-11 9.654E-11 9.772E-11 9.832E-11 9.892E-11 1.001E-10 1.012E-10 1.068E-10 1.042E-10
   67   13   1    3.578E-15 3.729E-15 4.086E-15 4.758E-15 5.682E-15 7.042E-15 8.976E-15 1.160E-14 1.499E-14 1.921E-14 2.429E-14 3.023E-14 7.196E-14 1.292E-13 2.640E-13 3.979E-13 5.168E-13 6.180E-13 7.032E-13 7.406E-13 7.750E-13 8.362E-13 8.890E-13 1.200E-12 1.338E-12
   68   13   2    2.060E-14 2.114E-14 2.275E-14 2.587E-14 3.016E-14 3.631E-14 4.478E-14 5.589E-14 6.986E-14 8.678E-14 1.067E-13 1.294E-13 2.804E-13 4.746E-13 9.057E-13 1.321E-12 1.692E-12 2.021E-12 2.315E-12 2.451E-12 2.581E-12 2.825E-12 3.050E-12 4.676E-12 5.472E-12
   69   13   3    7.164E-14 7.214E-14 7.598E-14 8.355E-14 9.415E-14 1.090E-13 1.285E-13 1.529E-13 1.824E-13 2.168E-13 2.558E-13 2.992E-13 5.694E-13 8.953E-13 1.585E-12 2.223E-12 2.772E-12 3.235E-12 3.626E-12 3.800E-12 3.961E-12 4.251E-12 4.507E-12 6.124E-12 6.875E-12
   70   13   4    2.689E-13 2.688E-13 2.793E-13 3.009E-13 3.318E-13 3.739E-13 4.271E-13 4.911E-13 5.652E-13 6.486E-13 7.403E-13 8.392E-13 1.407E-12 2.028E-12 3.234E-12 4.311E-12 5.261E-12 6.110E-12 6.877E-12 7.233E-12 7.575E-12 8.215E-12 8.804E-12 1.279E-11 1.451E-11
   71   13   5    6.437E-13 6.367E-13 6.510E-13 6.820E-13 7.286E-13 7.910E-13 8.667E-13 9.534E-13 1.050E-12 1.153E-12 1.263E-12 1.378E-12 1.994E-12 2.621E-12 3.781E-12 4.774E-12 5.619E-12 6.349E-12 6.991E-12 7.286E-12 7.566E-12 8.089E-12 8.568E-12 1.192E-11 1.351E-11
   72   13   6    2.217E-12 2.199E-12 2.241E-12 2.322E-12 2.453E-12 2.626E-12 2.831E-12 3.059E-12 3.305E-12 3.566E-12 3.837E-12 4.115E-12 5.534E-12 6.893E-12 9.274E-12 1.127E-11 1.299E-11 1.451E-11 1.587E-11 1.649E-11 1.709E-11 1.819E-11 1.918E-11 2.538E-11 2.758E-11
   73   13   7    3.608E-12 3.590E-12 3.660E-12 3.742E-12 3.835E-12 3.950E-12 4.079E-12 4.214E-12 4.353E-12 4.494E-12 4.635E-12 4.776E-12 5.477E-12 6.172E-12 7.548E-12 8.883E-12 1.015E-11 1.135E-11 1.247E-11 1.301E-11 1.352E-11 1.449E-11 1.540E-11 2.166E-11 2.439E-11
   74   13   8    1.242E-11 1.244E-11 1.265E-11 1.280E-11 1.308E-11 1.348E-11 1.392E-11 1.439E-11 1.488E-11 1.536E-11 1.585E-11 1.633E-11 1.865E-11 2.074E-11 2.429E-11 2.720E-11 2.966E-11 3.176E-11 3.359E-11 3.442E-11 3.519E-11 3.660E-11 3.785E-11 4.501E-11 4.676E-11
   75   13   9    1.461E-11 1.494E-11 1.560E-11 1.604E-11 1.609E-11 1.606E-11 1.604E-11 1.605E-11 1.610E-11 1.617E-11 1.627E-11 1.638E-11 1.720E-11 1.829E-11 2.085E-11 2.351E-11 2.605E-11 2.839E-11 3.052E-11 3.151E-11 3.246E-11 3.422E-11 3.582E-11 4.602E-11 4.976E-11
   76   13  10    4.490E-11 4.621E-11 4.751E-11 4.761E-11 4.764E-11 4.779E-11 4.796E-11 4.814E-11 4.833E-11 4.852E-11 4.873E-11 4.894E-11 5.012E-11 5.139E-11 5.388E-11 5.615E-11 5.818E-11 5.998E-11 6.159E-11 6.233E-11 6.303E-11 6.431E-11 6.546E-11 7.181E-11 7.201E-11
   77   13  11    5.880E-11 6.325E-11 6.914E-11 7.365E-11 7.433E-11 7.404E-11 7.365E-11 7.340E-11 7.333E-11 7.341E-11 7.363E-11 7.395E-11 7.641E-11 7.943E-11 8.548E-11 9.093E-11 9.571E-11 9.992E-11 1.036E-10 1.054E-10 1.070E-10 1.100E-10 1.127E-10 1.288E-10 1.321E-10
   78   13  12    7.935E-11 8.700E-11 9.309E-11 9.535E-11 9.554E-11 9.510E-11 9.438E-11 9.357E-11 9.276E-11 9.200E-11 9.133E-11 9.073E-11 8.883E-11 8.816E-11 8.858E-11 8.995E-11 9.165E-11 9.340E-11 9.511E-11 9.592E-11 9.671E-11 9.820E-11 9.955E-11 1.062E-10 1.039E-10
   79   14   1    1.587E-15 1.677E-15 1.856E-15 2.186E-15 2.636E-15 3.309E-15 4.276E-15 5.596E-15 7.316E-15 9.476E-15 1.210E-14 1.522E-14 3.827E-14 7.249E-14 1.612E-13 2.574E-13 3.489E-13 4.322E-13 5.074E-13 5.424E-13 5.758E-13 6.386E-13 6.968E-13 1.130E-12 1.364E-12
   80   14   2    8.513E-15 8.803E-15 9.528E-15 1.089E-14 1.277E-14 1.554E-14 1.942E-14 2.455E-14 3.105E-14 3.901E-14 4.847E-14 5.948E-14 1.372E-13 2.480E-13 5.293E-13 8.338E-13 1.123E-12 1.382E-12 1.609E-12 1.711E-12 1.806E-12 1.978E-12 2.129E-12 3.031E-12 3.422E-12
   81   14   3    3.500E-14 3.564E-14 3.790E-14 4.222E-14 4.825E-14 5.694E-14 6.866E-14 8.358E-14 1.018E-13 1.232E-13 1.479E-13 1.757E-13 3.553E-13 5.851E-13 1.110E-12 1.639E-12 2.131E-12 2.579E-12 2.986E-12 3.176E-12 3.358E-12 3.701E-12 4.019E-12 6.305E-12 7.449E-12
   82   14   4    1.070E-13 1.073E-13 1.119E-13 1.210E-13 1.342E-13 1.532E-13 1.781E-13 2.086E-13 2.445E-13 2.854E-13 3.309E-13 3.806E-13 6.788E-13 1.030E-12 1.777E-12 2.488E-12 3.119E-12 3.669E-12 4.146E-12 4.361E-12 4.562E-12 4.930E-12 5.258E-12 7.363E-12 8.336E-12
   83   14   5    3.733E-13 3.722E-13 3.836E-13 4.078E-13 4.444E-13 4.964E-13 5.626E-13 6.414E-13 7.311E-13 8.301E-13 9.368E-13 1.050E-12 1.677E-12 2.338E-12 3.603E-12 4.734E-12 5.744E-12 6.658E-12 7.492E-12 7.883E-12 8.258E-12 8.963E-12 9.615E-12 1.404E-11 1.595E-11
   84   14   6    8.038E-13 7.978E-13 8.151E-13 8.485E-13 8.998E-13 9.732E-13 1.065E-12 1.170E-12 1.285E-12 1.408E-12 1.536E-12 1.668E-12 2.346E-12 3.006E-12 4.190E-12 5.190E-12 6.046E-12 6.793E-12 7.460E-12 7.769E-12 8.064E-12 8.619E-12 9.132E-12 1.279E-11 1.454E-11
   85   14   7    2.699E-12 2.685E-12 2.733E-12 2.816E-12 2.957E-12 3.160E-12 3.410E-12 3.692E-12 3.995E-12 4.312E-12 4.635E-12 4.962E-12 6.562E-12 8.014E-12 1.045E-11 1.244E-11 1.414E-11 1.564E-11 1.699E-11 1.762E-11 1.821E-11 1.932E-11 2.032E-11 2.662E-11 2.885E-11
   86   14   8    3.941E-12 3.954E-12 4.057E-12 4.157E-12 4.255E-12 4.388E-12 4.545E-12 4.715E-12 4.889E-12 5.062E-12 5.233E-12 5.400E-12 6.175E-12 6.881E-12 8.209E-12 9.484E-12 1.071E-11 1.188E-11 1.299E-11 1.351E-11 1.403E-11 1.500E-11 1.592E-11 2.232E-11 2.514E-11
   87   14   9    1.380E-11 1.389E-11 1.415E-11 1.431E-11 1.460E-11 1.508E-11 1.567E-11 1.631E-11 1.697E-11 1.764E-11 1.828E-11 1.891E-11 2.171E-11 2.398E-11 2.749E-11 3.018E-11 3.240E-11 3.429E-11 3.594E-11 3.668E-11 3.738E-11 3.866E-11 3.980E-11 4.646E-11 4.802E-11
   88   14  10    1.421E-11 1.467E-11 1.544E-11 1.602E-11 1.613E-11 1.615E-11 1.618E-11 1.623E-11 1.630E-11 1.640E-11 1.651E-11 1.663E-11 1.744E-11 1.847E-11 2.093E-11 2.353E-11 2.605E-11 2.839E-11 3.054E-11 3.154E-11 3.249E-11 3.427E-11 3.590E-11 4.632E-11 5.018E-11
   89   14  11    4.700E-11 4.872E-11 5.046E-11 5.082E-11 5.090E-11 5.129E-11 5.187E-11 5.254E-11 5.322E-11 5.388E-11 5.450E-11 5.508E-11 5.736E-11 5.894E-11 6.108E-11 6.266E-11 6.398E-11 6.515E-11 6.622E-11 6.672E-11 6.720E-11 6.809E-11 6.892E-11 7.371E-11 7.338E-11
   90   14  12    5.367E-11 5.819E-11 6.399E-11 6.889E-11 7.013E-11 7.024E-11 7.011E-11 7.005E-11 7.011E-11 7.031E-11 7.063E-11 7.104E-11 7.395E-11 7.742E-11 8.419E-11 9.011E-11 9.517E-11 9.953E-11 1.034E-10 1.051E-10 1.067E-10 1.098E-10 1.125E-10 1.288E-10 1.322E-10
   91   14  13    8.450E-11 9.293E-11 9.988E-11 1.024E-10 1.024E-10 1.021E-10 1.018E-10 1.016E-10 1.014E-10 1.012E-10 1.010E-10 1.008E-10 1.001E-10 9.957E-11 9.909E-11 9.922E-11 9.974E-11 1.005E-10 1.013E-10 1.018E-10 1.022E-10 1.031E-10 1.040E-10 1.083E-10 1.052E-10
   92   15   1    6.642E-16 7.109E-16 7.965E-16 9.688E-16 1.398E-15 2.210E-15 3.311E-15 4.600E-15 6.033E-15 7.614E-15 9.367E-15 1.132E-14 2.501E-14 4.615E-14 1.072E-13 1.814E-13 2.575E-13 3.297E-13 3.955E-13 4.259E-13 4.546E-13 5.073E-13 5.543E-13 8.380E-13 9.581E-13
   93   15   2    3.818E-15 4.005E-15 4.395E-15 5.179E-15 6.966E-15 1.023E-14 1.462E-14 1.973E-14 2.539E-14 3.158E-14 3.835E-14 4.581E-14 9.536E-14 1.666E-13 3.568E-13 5.733E-13 7.877E-13 9.884E-13 1.173E-12 1.260E-12 1.343E-12 1.499E-12 1.644E-12 2.717E-12 3.306E-12
   94   15   3    1.455E-14 1.495E-14 1.605E-14 1.821E-14 2.270E-14 3.057E-14 4.101E-14 5.310E-14 6.639E-14 8.077E-14 9.629E-14 1.131E-13 2.186E-13 3.601E-13 7.184E-13 1.115E-12 1.502E-12 1.859E-12 2.179E-12 2.325E-12 2.463E-12 2.715E-12 2.939E-12 4.314E-12 4.913E-12
   95   15   4    5.347E-14 5.426E-14 5.728E-14 6.339E-14 7.516E-14 9.488E-14 1.205E-13 1.499E-13 1.817E-13 2.155E-13 2.513E-13 2.891E-13 5.082E-13 7.699E-13 1.355E-12 1.948E-12 2.507E-12 3.025E-12 3.502E-12 3.726E-12 3.942E-12 4.349E-12 4.729E-12 7.458E-12 8.824E-12
   96   15   5    1.487E-13 1.491E-13 1.545E-13 1.661E-13 1.878E-13 2.235E-13 2.692E-13 3.211E-13 3.767E-13 4.350E-13 4.957E-13 5.585E-13 9.027E-13 1.283E-12 2.073E-12 2.820E-12 3.488E-12 4.076E-12 4.593E-12 4.828E-12 5.050E-12 5.458E-12 5.826E-12 8.248E-12 9.382E-12
   97   15   6    4.841E-13 4.841E-13 4.989E-13 5.294E-13 5.840E-13 6.704E-13 7.790E-13 9.000E-13 1.028E-12 1.159E-12 1.293E-12 1.429E-12 2.123E-12 2.815E-12 4.105E-12 5.250E-12 6.277E-12 7.215E-12 8.078E-12 8.485E-12 8.876E-12 9.617E-12 1.030E-11 1.501E-11 1.705E-11
   98   15   7    9.710E-13 9.684E-13 9.900E-13 1.029E-12 1.096E-12 1.199E-12 1.329E-12 1.472E-12 1.621E-12 1.772E-12 1.924E-12 2.075E-12 2.804E-12 3.479E-12 4.658E-12 5.642E-12 6.483E-12 7.220E-12 7.883E-12 8.192E-12 8.489E-12 9.051E-12 9.575E-12 1.340E-11 1.527E-11
   99   15   8    3.138E-12 3.144E-12 3.218E-12 3.329E-12 3.509E-12 3.788E-12 4.130E-12 4.501E-12 4.883E-12 5.263E-12 5.638E-12 6.005E-12 7.695E-12 9.154E-12 1.154E-11 1.347E-11 1.512E-11 1.659E-11 1.792E-11 1.853E-11 1.912E-11 2.022E-11 2.122E-11 2.758E-11 2.984E-11
  100   15   9    4.240E-12 4.279E-12 4.400E-12 4.518E-12 4.625E-12 4.776E-12 4.960E-12 5.161E-12 5.365E-12 5.566E-12 5.761E-12 5.949E-12 6.789E-12 7.515E-12 8.825E-12 1.006E-11 1.124E-11 1.238E-11 1.345E-11 1.397E-11 1.447E-11 1.544E-11 1.634E-11 2.279E-11 2.568E-11
  101   15  10    1.484E-11 1.507E-11 1.548E-11 1.579E-11 1.616E-11 1.677E-11 1.751E-11 1.831E-11 1.910E-11 1.987E-11 2.060E-11 2.129E-11 2.420E-11 2.643E-11 2.975E-11 3.224E-11 3.429E-11 3.605E-11 3.758E-11 3.827E-11 3.893E-11 4.013E-11 4.121E-11 4.756E-11 4.901E-11
  102   15  11    1.373E-11 1.429E-11 1.511E-11 1.576E-11 1.589E-11 1.588E-11 1.585E-11 1.583E-11 1.583E-11 1.585E-11 1.589E-11 1.595E-11 1.651E-11 1.746E-11 1.996E-11 2.271E-11 2.537E-11 2.783E-11 3.007E-11 3.112E-11 3.211E-11 3.396E-11 3.565E-11 4.640E-11 5.040E-11
  103   15  12    4.842E-11 5.059E-11 5.284E-11 5.371E-11 5.399E-11 5.455E-11 5.530E-11 5.611E-11 5.689E-11 5.762E-11 5.828E-11 5.887E-11 6.101E-11 6.236E-11 6.408E-11 6.533E-11 6.640E-11 6.737E-11 6.827E-11 6.870E-11 6.911E-11 6.989E-11 7.062E-11 7.488E-11 7.433E-11
  104   15  13    4.900E-11 5.342E-11 5.888E-11 6.378E-11 6.529E-11 6.559E-11 6.554E-11 6.545E-11 6.543E-11 6.552E-11 6.571E-11 6.600E-11 6.856E-11 7.206E-11 7.945E-11 8.609E-11 9.179E-11 9.667E-11 1.009E-10 1.028E-10 1.046E-10 1.079E-10 1.109E-10 1.283E-10 1.320E-10
  105   15  14    8.900E-11 9.806E-11 1.056E-10 1.086E-10 1.086E-10 1.080E-10 1.072E-10 1.064E-10 1.057E-10 1.050E-10 1.043E-10 1.038E-10 1.017E-10 1.005E-10 9.963E-11 9.971E-11 1.003E-10 1.011E-10 1.020E-10 1.024E-10 1.029E-10 1.038E-10 1.047E-10 1.089E-10 1.057E-10
  106   16   1    2.854E-16 3.083E-16 3.466E-16 4.142E-16 4.999E-16 6.214E-16 7.905E-16 1.019E-15 1.319E-15 1.704E-15 2.188E-15 2.783E-15 7.907E-15 1.769E-14 5.241E-14 1.017E-13 1.568E-13 2.120E-13 2.644E-13 2.893E-13 3.132E-13 3.583E-13 3.999E-13 6.955E-13 8.578E-13
  107   16   2    1.617E-15 1.708E-15 1.879E-15 2.186E-15 2.575E-15 3.121E-15 3.867E-15 4.853E-15 6.119E-15 7.707E-15 9.658E-15 1.201E-14 3.117E-14 6.564E-14 1.835E-13 3.488E-13 5.340E-13 7.192E-13 8.942E-13 9.765E-13 1.055E-12 1.201E-12 1.332E-12 2.134E-12 2.470E-12
  108   16   3    6.671E-15 6.919E-15 7.475E-15 8.484E-15 9.765E-15 1.153E-14 1.387E-14 1.687E-14 2.061E-14 2.514E-14 3.055E-14 3.687E-14 8.372E-14 1.578E-13 3.778E-13 6.557E-13 9.508E-13 1.239E-12 1.512E-12 1.641E-12 1.765E-12 2.000E-12 2.217E-12 3.780E-12 4.615E-12
  109   16   4    2.254E-14 2.304E-14 2.449E-14 2.711E-14 3.045E-14 3.500E-14 4.093E-14 4.834E-14 5.731E-14 6.791E-14 8.019E-14 9.420E-14 1.905E-13 3.291E-13 7.047E-13 1.150E-12 1.605E-12 2.038E-12 2.434E-12 2.618E-12 2.793E-12 3.114E-12 3.402E-12 5.194E-12 5.975E-12
  110   16   5    7.646E-14 7.756E-14 8.169E-14 8.905E-14 9.829E-14 1.106E-13 1.262E-13 1.451E-13 1.674E-13 1.929E-13 2.215E-13 2.533E-13 4.531E-13 7.063E-13 1.300E-12 1.930E-12 2.547E-12 3.132E-12 3.678E-12 3.937E-12 4.187E-12 4.661E-12 5.102E-12 8.250E-12 9.802E-12
  111   16   6    1.952E-13 1.969E-13 2.056E-13 2.200E-13 2.377E-13 2.613E-13 2.907E-13 3.258E-13 3.661E-13 4.112E-13 4.608E-13 5.145E-13 8.326E-13 1.205E-12 2.007E-12 2.787E-12 3.498E-12 4.133E-12 4.697E-12 4.955E-12 5.200E-12 5.652E-12 6.062E-12 8.797E-12 1.009E-11
  112   16   7    6.067E-13 6.114E-13 6.362E-13 6.746E-13 7.203E-13 7.799E-13 8.525E-13 9.366E-13 1.031E-12 1.133E-12 1.243E-12 1.358E-12 1.994E-12 2.665E-12 3.964E-12 5.151E-12 6.238E-12 7.240E-12 8.169E-12 8.608E-12 9.031E-12 9.832E-12 1.058E-11 1.565E-11 1.785E-11
  113   16   8    1.133E-12 1.144E-12 1.189E-12 1.245E-12 1.304E-12 1.379E-12 1.470E-12 1.574E-12 1.688E-12 1.809E-12 1.935E-12 2.066E-12 2.745E-12 3.413E-12 4.619E-12 5.639E-12 6.512E-12 7.279E-12 7.968E-12 8.290E-12 8.599E-12 9.185E-12 9.733E-12 1.376E-11 1.575E-11
  114   16   9    3.558E-12 3.603E-12 3.742E-12 3.894E-12 4.050E-12 4.250E-12 4.488E-12 4.754E-12 5.040E-12 5.338E-12 5.645E-12 5.956E-12 7.490E-12 8.903E-12 1.131E-11 1.331E-11 1.505E-11 1.661E-11 1.801E-11 1.866E-11 1.928E-11 2.044E-11 2.150E-11 2.817E-11 3.053E-11
  115   16  10    4.489E-12 4.597E-12 4.816E-12 4.999E-12 5.106E-12 5.222E-12 5.356E-12 5.504E-12 5.660E-12 5.820E-12 5.982E-12 6.142E-12 6.904E-12 7.600E-12 8.893E-12 1.013E-11 1.134E-11 1.249E-11 1.359E-11 1.411E-11 1.463E-11 1.561E-11 1.653E-11 2.309E-11 2.605E-11
  116   16  11    1.563E-11 1.608E-11 1.682E-11 1.732E-11 1.763E-11 1.804E-11 1.853E-11 1.907E-11 1.964E-11 2.021E-11 2.079E-11 2.136E-11 2.395E-11 2.613E-11 2.956E-11 3.222E-11 3.440E-11 3.626E-11 3.787E-11 3.860E-11 3.928E-11 4.053E-11 4.165E-11 4.818E-11 4.966E-11
  117   16  12    1.332E-11 1.404E-11 1.509E-11 1.585E-11 1.602E-11 1.601E-11 1.597E-11 1.593E-11 1.590E-11 1.588E-11 1.589E-11 1.591E-11 1.630E-11 1.707E-11 1.932E-11 2.198E-11 2.466E-11 2.718E-11 2.950E-11 3.059E-11 3.162E-11 3.354E-11 3.530E-11 4.641E-11 5.055E-11
  118   16  13    4.925E-11 5.216E-11 5.557E-11 5.700E-11 5.710E-11 5.723E-11 5.747E-11 5.780E-11 5.818E-11 5.858E-11 5.899E-11 5.939E-11 6.121E-11 6.270E-11 6.497E-11 6.660E-11 6.786E-11 6.890E-11 6.979E-11 7.021E-11 7.060E-11 7.133E-11 7.199E-11 7.585E-11 7.512E-11
  119   16  14    4.496E-11 4.973E-11 5.587E-11 6.079E-11 6.221E-11 6.249E-11 6.242E-11 6.231E-11 6.225E-11 6.229E-11 6.242E-11 6.265E-11 6.486E-11 6.809E-11 7.527E-11 8.205E-11 8.806E-11 9.330E-11 9.788E-11 9.997E-11 1.019E-10 1.055E-10 1.087E-10 1.273E-10 1.315E-10
  120   16  15    9.288E-11 1.039E-10 1.147E-10 1.182E-10 1.172E-10 1.157E-10 1.143E-10 1.131E-10 1.121E-10 1.113E-10 1.105E-10 1.099E-10 1.080E-10 1.072E-10 1.066E-10 1.066E-10 1.067E-10 1.070E-10 1.074E-10 1.076E-10 1.078E-10 1.083E-10 1.087E-10 1.109E-10 1.069E-10
  121   17   1    1.208E-16 1.321E-16 1.498E-16 1.892E-16 3.076E-16 5.430E-16 8.647E-16 1.239E-15 1.653E-15 2.111E-15 2.623E-15 3.204E-15 7.625E-15 1.546E-14 4.247E-14 8.134E-14 1.264E-13 1.732E-13 2.191E-13 2.412E-13 2.625E-13 3.030E-13 3.402E-13 5.815E-13 6.875E-13
  122   17   2    7.029E-16 7.518E-16 8.349E-16 1.016E-15 1.503E-15 2.439E-15 3.712E-15 5.194E-15 6.834E-15 8.638E-15 1.064E-14 1.289E-14 2.916E-14 5.607E-14 1.418E-13 2.572E-13 3.855E-13 5.154E-13 6.409E-13 7.010E-13 7.593E-13 8.699E-13 9.729E-13 1.712E-12 2.115E-12
  123   17   3    2.854E-15 2.985E-15 3.241E-15 3.793E-15 5.088E-15 7.469E-15 1.067E-14 1.441E-14 1.854E-14 2.306E-14 2.802E-14 3.351E-14 7.117E-14 1.290E-13 3.016E-13 5.244E-13 7.671E-13 1.010E-12 1.241E-12 1.352E-12 1.457E-12 1.656E-12 1.838E-12 3.010E-12 3.529E-12
  124   17   4    1.050E-14 1.081E-14 1.153E-14 1.311E-14 1.646E-14 2.234E-14 3.015E-14 3.917E-14 4.907E-14 5.977E-14 7.133E-14 8.385E-14 1.633E-13 2.723E-13 5.575E-13 8.869E-13 1.224E-12 1.549E-12 1.858E-12 2.005E-12 2.147E-12 2.417E-12 2.670E-12 4.526E-12 5.523E-12
  125   17   5    3.255E-14 3.306E-14 3.462E-14 3.828E-14 4.551E-14 5.765E-14 7.355E-14 9.186E-14 1.118E-13 1.333E-13 1.562E-13 1.806E-13 3.278E-13 5.154E-13 9.707E-13 1.466E-12 1.951E-12 2.404E-12 2.818E-12 3.010E-12 3.193E-12 3.532E-12 3.840E-12 5.832E-12 6.743E-12
  126   17   6    1.022E-13 1.031E-13 1.071E-13 1.166E-13 1.340E-13 1.619E-13 1.977E-13 2.384E-13 2.823E-13 3.286E-13 3.770E-13 4.276E-13 7.105E-13 1.032E-12 1.719E-12 2.392E-12 3.025E-12 3.614E-12 4.162E-12 4.422E-12 4.674E-12 5.155E-12 5.606E-12 8.908E-12 1.056E-11
  127   17   7    2.471E-13 2.480E-13 2.550E-13 2.720E-13 3.012E-13 3.462E-13 4.032E-13 4.676E-13 5.366E-13 6.090E-13 6.840E-13 7.613E-13 1.176E-12 1.621E-12 2.507E-12 3.317E-12 4.028E-12 4.651E-12 5.199E-12 5.450E-12 5.688E-12 6.130E-12 6.533E-12 9.313E-12 1.067E-11
  128   17   8    7.246E-13 7.284E-13 7.495E-13 7.947E-13 8.655E-13 9.700E-13 1.099E-12 1.242E-12 1.393E-12 1.548E-12 1.706E-12 1.865E-12 2.662E-12 3.433E-12 4.823E-12 6.021E-12 7.082E-12 8.049E-12 8.942E-12 9.366E-12 9.774E-12 1.055E-11 1.128E-11 1.635E-11 1.858E-11
  129   17   9    1.291E-12 1.301E-12 1.335E-12 1.396E-12 1.478E-12 1.590E-12 1.726E-12 1.875E-12 2.033E-12 2.193E-12 2.355E-12 2.517E-12 3.301E-12 4.022E-12 5.257E-12 6.261E-12 7.103E-12 7.835E-12 8.490E-12 8.797E-12 9.092E-12 9.654E-12 1.018E-11 1.417E-11 1.618E-11
  130   17  10    3.902E-12 3.951E-12 4.071E-12 4.250E-12 4.475E-12 4.783E-12 5.148E-12 5.543E-12 5.948E-12 6.354E-12 6.754E-12 7.144E-12 8.934E-12 1.046E-11 1.289E-11 1.483E-11 1.649E-11 1.795E-11 1.927E-11 1.989E-11 2.048E-11 2.157E-11 2.258E-11 2.903E-11 3.133E-11
  131   17  11    4.689E-12 4.804E-12 4.991E-12 5.195E-12 5.340E-12 5.486E-12 5.643E-12 5.810E-12 5.982E-12 6.156E-12 6.329E-12 6.499E-12 7.296E-12 8.014E-12 9.332E-12 1.057E-11 1.176E-11 1.288E-11 1.395E-11 1.446E-11 1.496E-11 1.591E-11 1.681E-11 2.332E-11 2.628E-11
  132   17  12    1.615E-11 1.664E-11 1.730E-11 1.792E-11 1.844E-11 1.909E-11 1.985E-11 2.064E-11 2.144E-11 2.221E-11 2.295E-11 2.365E-11 2.661E-11 2.885E-11 3.215E-11 3.460E-11 3.659E-11 3.829E-11 3.976E-11 4.042E-11 4.105E-11 4.220E-11 4.323E-11 4.930E-11 5.060E-11
  133   17  13    1.291E-11 1.360E-11 1.448E-11 1.527E-11 1.554E-11 1.557E-11 1.551E-11 1.544E-11 1.538E-11 1.535E-11 1.535E-11 1.538E-11 1.591E-11 1.691E-11 1.957E-11 2.244E-11 2.520E-11 2.773E-11 3.002E-11 3.109E-11 3.210E-11 3.398E-11 3.568E-11 4.658E-11 5.067E-11
  134   17  14    4.951E-11 5.235E-11 5.525E-11 5.699E-11 5.765E-11 5.834E-11 5.914E-11 5.996E-11 6.076E-11 6.151E-11 6.219E-11 6.281E-11 6.507E-11 6.646E-11 6.812E-11 6.922E-11 7.013E-11 7.093E-11 7.168E-11 7.203E-11 7.237E-11 7.301E-11 7.361E-11 7.707E-11 7.611E-11
  135   17  15    4.137E-11 4.547E-11 5.021E-11 5.486E-11 5.679E-11 5.748E-11 5.769E-11 5.779E-11 5.794E-11 5.818E-11 5.853E-11 5.899E-11 6.243E-11 6.674E-11 7.538E-11 8.289E-11 8.920E-11 9.453E-11 9.910E-11 1.012E-10 1.031E-10 1.066E-10 1.097E-10 1.278E-10 1.317E-10
  136   17  16    9.626E-11 1.067E-10 1.155E-10 1.191E-10 1.187E-10 1.176E-10 1.165E-10 1.155E-10 1.146E-10 1.138E-10 1.130E-10 1.124E-10 1.098E-10 1.081E-10 1.062E-10 1.056E-10 1.055E-10 1.058E-10 1.063E-10 1.066E-10 1.070E-10 1.076E-10 1.082E-10 1.111E-10 1.073E-10
  137   18   1    5.106E-17 5.651E-17 6.458E-17 8.339E-17 1.465E-16 2.745E-16 4.493E-16 6.512E-16 8.729E-16 1.117E-15 1.390E-15 1.702E-15 4.157E-15 8.761E-15 2.586E-14 5.215E-14 8.405E-14 1.183E-13 1.526E-13 1.694E-13 1.858E-13 2.171E-13 2.465E-13 4.540E-13 5.644E-13
  138   18   2    2.999E-16 3.238E-16 3.616E-16 4.473E-16 6.988E-16 1.194E-15 1.867E-15 2.649E-15 3.513E-15 4.464E-15 5.528E-15 6.732E-15 1.588E-14 3.223E-14 9.037E-14 1.775E-13 2.824E-13 3.946E-13 5.071E-13 5.622E-13 6.159E-13 7.188E-13 8.149E-13 1.461E-12 1.752E-12
  139   18   3    1.258E-15 1.329E-15 1.452E-15 1.728E-15 2.430E-15 3.753E-15 5.538E-15 7.610E-15 9.896E-15 1.240E-14 1.517E-14 1.825E-14 4.011E-14 7.550E-14 1.875E-13 3.397E-13 5.121E-13 6.901E-13 8.649E-13 9.497E-13 1.032E-12 1.190E-12 1.339E-12 2.412E-12 2.992E-12
  140   18   4    4.542E-15 4.711E-15 5.051E-15 5.814E-15 7.527E-15 1.061E-14 1.472E-14 1.949E-14 2.476E-14 3.050E-14 3.678E-14 4.368E-14 9.002E-14 1.592E-13 3.607E-13 6.178E-13 8.980E-13 1.180E-12 1.452E-12 1.582E-12 1.707E-12 1.945E-12 2.165E-12 3.622E-12 4.283E-12
  141   18   5    1.538E-14 1.573E-14 1.658E-14 1.861E-14 2.282E-14 3.006E-14 3.958E-14 5.056E-14 6.256E-14 7.549E-14 8.940E-14 1.044E-13 1.978E-13 3.227E-13 6.406E-13 1.001E-12 1.366E-12 1.721E-12 2.057E-12 2.219E-12 2.375E-12 2.674E-12 2.956E-12 5.060E-12 6.197E-12
