!MOLECULE
OCS
!MOLECULAR WEIGHT
60.0
!NUMBER OF ENERGY LEVELS
99
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J
  154    19     1  3.6e-14 3.1e-14 2.4e-14 2.2e-14 2.3e-14 2.4e-14 2.4e-14 2.7e-14
  155    19     2  1.1e-13 9.7e-14 7.6e-14 7.1e-14 7.5e-14 7.8e-14 7.9e-14 8.8e-14
  156    19     3  2.1e-13 1.8e-13 1.4e-13 1.4e-13 1.4e-13 1.5e-13 1.5e-13 1.7e-13
  157    19     4  3.4e-13 3.0e-13 2.4e-13 2.3e-13 2.4e-13 2.5e-13 2.5e-13 2.8e-13
  158    19     5  5.3e-13 4.7e-13 3.9e-13 3.7e-13 3.9e-13 4.0e-13 4.1e-13 4.6e-13
  159    19     6  8.0e-13 7.3e-13 6.1e-13 5.8e-13 6.1e-13 6.3e-13 6.5e-13 7.2e-13
  160    19     7  1.8e-12 1.6e-12 1.3e-12 1.2e-12 1.3e-12 1.3e-12 1.4e-12 1.6e-12
  161    19     8  4.7e-12 4.7e-12 4.4e-12 4.1e-12 4.2e-12 3.9e-12 3.7e-12 3.8e-12
  162    19     9  3.7e-12 3.6e-12 3.3e-12 3.3e-12 3.4e-12 3.7e-12 4.2e-12 5.2e-12
  163    19    10  5.8e-12 5.5e-12 5.1e-12 4.8e-12 4.7e-12 4.5e-12 4.2e-12 4.1e-12
  164    19    11  6.5e-12 6.7e-12 6.8e-12 7.3e-12 7.9e-12 8.6e-12 1.1e-11 1.4e-11
  165    19    12  7.9e-12 7.4e-12 6.8e-12 6.4e-12 6.6e-12 6.4e-12 6.0e-12 5.7e-12
  166    19    13  1.4e-11 1.4e-11 1.6e-11 1.7e-11 1.8e-11 1.9e-11 2.4e-11 3.1e-11
  167    19    14  1.4e-11 1.4e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11
  168    19    15  4.7e-11 4.6e-11 4.7e-11 4.6e-11 4.7e-11 4.8e-11 5.6e-11 6.7e-11
  169    19    16  2.2e-11 2.6e-11 3.2e-11 3.4e-11 3.7e-11 3.7e-11 4.1e-11 4.8e-11
  170    19    17  1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  171    19    18  7.2e-11 7.1e-11 7.3e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.2e-11
  172    20     1  2.4e-14 2.1e-14 1.6e-14 1.5e-14 1.5e-14 1.6e-14 1.6e-14 1.8e-14
  173    20     2  7.8e-14 6.6e-14 5.1e-14 4.7e-14 5.0e-14 5.2e-14 5.2e-14 5.8e-14
  174    20     3  1.4e-13 1.2e-13 9.6e-14 9.0e-14 9.5e-14 9.9e-14 1.0e-13 1.1e-13
  175    20     4  2.4e-13 2.1e-13 1.6e-13 1.5e-13 1.6e-13 1.7e-13 1.7e-13 1.9e-13
  176    20     5  3.7e-13 3.2e-13 2.6e-13 2.5e-13 2.6e-13 2.7e-13 2.7e-13 3.0e-13
  177    20     6  5.6e-13 5.0e-13 4.1e-13 3.9e-13 4.1e-13 4.2e-13 4.3e-13 4.8e-13
  178    20     7  8.3e-13 7.5e-13 6.3e-13 6.1e-13 6.3e-13 6.6e-13 6.8e-13 7.5e-13
  179    20     8  1.9e-12 1.6e-12 1.3e-12 1.3e-12 1.3e-12 1.4e-12 1.5e-12 1.7e-12
  180    20     9  4.8e-12 4.8e-12 4.5e-12 4.3e-12 4.3e-12 4.1e-12 3.8e-12 3.9e-12
  181    20    10  3.8e-12 3.7e-12 3.4e-12 3.4e-12 3.5e-12 3.8e-12 4.4e-12 5.3e-12
  182    20    11  5.8e-12 5.6e-12 5.2e-12 4.9e-12 4.8e-12 4.6e-12 4.3e-12 4.1e-12
  183    20    12  6.6e-12 6.8e-12 6.9e-12 7.4e-12 8.0e-12 8.7e-12 1.1e-11 1.4e-11
  184    20    13  8.0e-12 7.4e-12 6.9e-12 6.4e-12 6.7e-12 6.5e-12 6.0e-12 5.7e-12
  185    20    14  1.4e-11 1.4e-11 1.6e-11 1.7e-11 1.9e-11 2.0e-11 2.4e-11 3.2e-11
  186    20    15  1.4e-11 1.4e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11
  187    20    16  4.7e-11 4.7e-11 4.8e-11 4.7e-11 4.8e-11 4.8e-11 5.6e-11 6.8e-11
  188    20    17  2.2e-11 2.6e-11 3.2e-11 3.4e-11 3.7e-11 3.7e-11 4.1e-11 4.8e-11
  189    20    18  1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  190    20    19  7.1e-11 7.1e-11 7.3e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.2e-11
  191    21     1  1.7e-14 1.4e-14 1.0e-14 9.7e-15 1.0e-14 1.1e-14 1.1e-14 1.2e-14
  192    21     2  5.4e-14 4.5e-14 3.4e-14 3.1e-14 3.3e-14 3.5e-14 3.5e-14 3.8e-14
  193    21     3  1.0e-13 8.5e-14 6.4e-14 6.0e-14 6.3e-14 6.6e-14 6.6e-14 7.4e-14
  194    21     4  1.6e-13 1.4e-13 1.1e-13 1.0e-13 1.1e-13 1.1e-13 1.1e-13 1.2e-13
  195    21     5  2.5e-13 2.2e-13 1.7e-13 1.6e-13 1.7e-13 1.8e-13 1.8e-13 2.0e-13
  196    21     6  3.8e-13 3.4e-13 2.7e-13 2.6e-13 2.7e-13 2.8e-13 2.9e-13 3.2e-13
  197    21     7  5.8e-13 5.2e-13 4.3e-13 4.1e-13 4.2e-13 4.4e-13 4.5e-13 5.0e-13
  198    21     8  8.6e-13 7.8e-13 6.6e-13 6.3e-13 6.6e-13 6.8e-13 7.0e-13 7.8e-13
  199    21     9  2.0e-12 1.7e-12 1.4e-12 1.3e-12 1.3e-12 1.4e-12 1.5e-12 1.8e-12
  200    21    10  4.9e-12 5.0e-12 4.7e-12 4.4e-12 4.4e-12 4.2e-12 3.9e-12 4.0e-12
  201    21    11  3.9e-12 3.7e-12 3.4e-12 3.4e-12 3.6e-12 3.9e-12 4.4e-12 5.4e-12
  202    21    12  5.9e-12 5.7e-12 5.2e-12 4.9e-12 4.9e-12 4.7e-12 4.4e-12 4.2e-12
  203    21    13  6.7e-12 6.9e-12 6.9e-12 7.5e-12 8.1e-12 8.8e-12 1.1e-11 1.5e-11
  204    21    14  8.0e-12 7.5e-12 7.0e-12 6.5e-12 6.7e-12 6.6e-12 6.1e-12 5.8e-12
  205    21    15  1.4e-11 1.4e-11 1.6e-11 1.7e-11 1.9e-11 2.0e-11 2.5e-11 3.2e-11
  206    21    16  1.4e-11 1.4e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11
  207    21    17  4.7e-11 4.7e-11 4.8e-11 4.7e-11 4.8e-11 4.9e-11 5.6e-11 6.8e-11
  208    21    18  2.2e-11 2.6e-11 3.2e-11 3.4e-11 3.7e-11 3.7e-11 4.1e-11 4.8e-11
  209    21    19  1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  210    21    20  7.1e-11 7.1e-11 7.3e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.2e-11
  211    22     1  1.2e-14 9.6e-15 7.0e-15 6.5e-15 6.8e-15 7.2e-15 7.1e-15 7.9e-15
  212    22     2  3.7e-14 3.1e-14 2.3e-14 2.1e-14 2.2e-14 2.3e-14 2.3e-14 2.5e-14
  213    22     3  6.9e-14 5.8e-14 4.3e-14 4.0e-14 4.2e-14 4.4e-14 4.4e-14 4.9e-14
  214    22     4  1.1e-13 9.5e-14 7.2e-14 6.8e-14 7.1e-14 7.4e-14 7.4e-14 8.3e-14
  215    22     5  1.8e-13 1.5e-13 1.2e-13 1.1e-13 1.1e-13 1.2e-13 1.2e-13 1.3e-13
  216    22     6  2.7e-13 2.3e-13 1.8e-13 1.7e-13 1.8e-13 1.9e-13 1.9e-13 2.1e-13
  217    22     7  4.0e-13 3.5e-13 2.9e-13 2.7e-13 2.8e-13 3.0e-13 3.0e-13 3.4e-13
  218    22     8  5.9e-13 5.3e-13 4.4e-13 4.2e-13 4.4e-13 4.6e-13 4.7e-13 5.2e-13
  219    22     9  8.8e-13 8.0e-13 6.8e-13 6.5e-13 6.8e-13 7.0e-13 7.2e-13 8.1e-13
  220    22    10  2.0e-12 1.7e-12 1.4e-12 1.3e-12 1.4e-12 1.5e-12 1.5e-12 1.8e-12
  221    22    11  5.0e-12 5.1e-12 4.8e-12 4.5e-12 4.5e-12 4.3e-12 4.0e-12 4.1e-12
  222    22    12  3.9e-12 3.8e-12 3.5e-12 3.5e-12 3.6e-12 3.9e-12 4.5e-12 5.5e-12
  223    22    13  6.0e-12 5.8e-12 5.3e-12 5.0e-12 5.0e-12 4.8e-12 4.4e-12 4.3e-12
  224    22    14  6.7e-12 6.9e-12 7.0e-12 7.6e-12 8.2e-12 8.9e-12 1.1e-11 1.5e-11
  225    22    15  8.0e-12 7.5e-12 7.0e-12 6.5e-12 6.8e-12 6.6e-12 6.1e-12 5.8e-12
  226    22    16  1.4e-11 1.5e-11 1.6e-11 1.8e-11 1.9e-11 2.0e-11 2.5e-11 3.2e-11
  227    22    17  1.4e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11
  228    22    18  4.7e-11 4.7e-11 4.8e-11 4.7e-11 4.8e-11 4.9e-11 5.7e-11 6.8e-11
  229    22    19  2.2e-11 2.6e-11 3.2e-11 3.4e-11 3.7e-11 3.7e-11 4.1e-11 4.8e-11
  230    22    20  1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  231    22    21  7.1e-11 7.1e-11 7.3e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.2e-11
  232    23     1  8.0e-15 6.6e-15 4.7e-15 4.3e-15 4.5e-15 4.8e-15 4.7e-15 5.2e-15
  233    23     2  2.5e-14 2.1e-14 1.5e-14 1.4e-14 1.5e-14 1.5e-14 1.5e-14 1.7e-14
  234    23     3  4.7e-14 3.9e-14 2.9e-14 2.7e-14 2.8e-14 2.9e-14 2.9e-14 3.2e-14
  235    23     4  7.8e-14 6.5e-14 4.8e-14 4.5e-14 4.7e-14 5.0e-14 4.9e-14 5.5e-14
  236    23     5  1.2e-13 1.0e-13 7.8e-14 7.3e-14 7.6e-14 8.0e-14 8.0e-14 8.9e-14
  237    23     6  1.8e-13 1.6e-13 1.2e-13 1.2e-13 1.2e-13 1.3e-13 1.3e-13 1.4e-13
  238    23     7  2.8e-13 2.4e-13 1.9e-13 1.8e-13 1.9e-13 2.0e-13 2.0e-13 2.2e-13
  239    23     8  4.1e-13 3.7e-13 3.0e-13 2.8e-13 3.0e-13 3.1e-13 3.1e-13 3.5e-13
  240    23     9  6.1e-13 5.5e-13 4.5e-13 4.4e-13 4.5e-13 4.7e-13 4.8e-13 5.4e-13
  241    23    10  9.0e-13 8.2e-13 6.9e-13 6.7e-13 6.9e-13 7.2e-13 7.4e-13 8.3e-13
  242    23    11  2.0e-12 1.8e-12 1.4e-12 1.4e-12 1.4e-12 1.5e-12 1.6e-12 1.8e-12
  243    23    12  5.1e-12 5.2e-12 4.9e-12 4.6e-12 4.6e-12 4.4e-12 4.1e-12 4.2e-12
  244    23    13  3.9e-12 3.8e-12 3.5e-12 3.6e-12 3.7e-12 4.0e-12 4.6e-12 5.6e-12
  245    23    14  6.0e-12 5.8e-12 5.4e-12 5.1e-12 5.0e-12 4.8e-12 4.5e-12 4.3e-12
  246    23    15  6.7e-12 7.0e-12 7.1e-12 7.6e-12 8.3e-12 9.0e-12 1.1e-11 1.5e-11
  247    23    16  8.1e-12 7.6e-12 7.1e-12 6.6e-12 6.8e-12 6.7e-12 6.2e-12 5.9e-12
  248    23    17  1.4e-11 1.5e-11 1.6e-11 1.8e-11 1.9e-11 2.0e-11 2.5e-11 3.2e-11
  249    23    18  1.4e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11
  250    23    19  4.7e-11 4.7e-11 4.8e-11 4.7e-11 4.8e-11 4.9e-11 5.7e-11 6.9e-11
  251    23    20  2.2e-11 2.6e-11 3.2e-11 3.4e-11 3.7e-11 3.7e-11 4.1e-11 4.8e-11
  252    23    21  1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  253    23    22  7.0e-11 7.0e-11 7.3e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.2e-11
  254    24     1  5.5e-15 4.5e-15 3.1e-15 2.9e-15 3.0e-15 3.2e-15 3.1e-15 3.5e-15
  255    24     2  1.8e-14 1.4e-14 1.0e-14 9.2e-15 9.7e-15 1.0e-14 1.0e-14 1.1e-14
  256    24     3  3.3e-14 2.7e-14 1.9e-14 1.8e-14 1.9e-14 2.0e-14 1.9e-14 2.1e-14
  257    24     4  5.3e-14 4.4e-14 3.2e-14 3.0e-14 3.1e-14 3.3e-14 3.3e-14 3.7e-14
  258    24     5  8.3e-14 7.0e-14 5.2e-14 4.9e-14 5.1e-14 5.4e-14 5.3e-14 5.9e-14
  259    24     6  1.3e-13 1.1e-13 8.3e-14 7.7e-14 8.1e-14 8.5e-14 8.5e-14 9.5e-14
  260    24     7  1.9e-13 1.7e-13 1.3e-13 1.2e-13 1.3e-13 1.3e-13 1.3e-13 1.5e-13
  261    24     8  2.8e-13 2.5e-13 2.0e-13 1.9e-13 2.0e-13 2.1e-13 2.1e-13 2.3e-13
  262    24     9  4.2e-13 3.8e-13 3.1e-13 2.9e-13 3.0e-13 3.2e-13 3.2e-13 3.6e-13
  263    24    10  6.2e-13 5.6e-13 4.7e-13 4.5e-13 4.7e-13 4.9e-13 5.0e-13 5.5e-13
  264    24    11  9.1e-13 8.3e-13 7.1e-13 6.8e-13 7.1e-13 7.4e-13 7.6e-13 8.5e-13
  265    24    12  2.1e-12 1.8e-12 1.5e-12 1.4e-12 1.4e-12 1.5e-12 1.6e-12 1.9e-12
  266    24    13  5.2e-12 5.2e-12 4.9e-12 4.7e-12 4.7e-12 4.4e-12 4.2e-12 4.2e-12
  267    24    14  4.0e-12 3.9e-12 3.6e-12 3.6e-12 3.7e-12 4.1e-12 4.7e-12 5.7e-12
  268    24    15  6.0e-12 5.9e-12 5.4e-12 5.1e-12 5.1e-12 4.9e-12 4.5e-12 4.4e-12
  269    24    16  6.8e-12 7.1e-12 7.2e-12 7.7e-12 8.4e-12 9.1e-12 1.1e-11 1.5e-11
  270    24    17  8.1e-12 7.6e-12 7.1e-12 6.6e-12 6.9e-12 6.7e-12 6.2e-12 5.9e-12
  271    24    18  1.4e-11 1.5e-11 1.6e-11 1.8e-11 1.9e-11 2.0e-11 2.5e-11 3.3e-11
  272    24    19  1.4e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11
  273    24    20  4.7e-11 4.7e-11 4.8e-11 4.7e-11 4.8e-11 4.9e-11 5.7e-11 6.9e-11
  274    24    21  2.1e-11 2.6e-11 3.2e-11 3.5e-11 3.7e-11 3.7e-11 4.2e-11 4.9e-11
  275    24    22  1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  276    24    23  7.0e-11 7.0e-11 7.3e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.2e-11
  277    25     1  3.8e-15 3.0e-15 2.1e-15 1.9e-15 2.0e-15 2.1e-15 2.1e-15 2.3e-15
  278    25     2  1.2e-14 9.7e-15 6.7e-15 6.1e-15 6.4e-15 6.8e-15 6.7e-15 7.4e-15
  279    25     3  2.2e-14 1.8e-14 1.3e-14 1.2e-14 1.2e-14 1.3e-14 1.3e-14 1.4e-14
  280    25     4  3.7e-14 3.0e-14 2.2e-14 2.0e-14 2.1e-14 2.2e-14 2.2e-14 2.4e-14
  281    25     5  5.8e-14 4.8e-14 3.5e-14 3.2e-14 3.4e-14 3.6e-14 3.6e-14 3.9e-14
  282    25     6  8.8e-14 7.4e-14 5.5e-14 5.1e-14 5.4e-14 5.7e-14 5.7e-14 6.3e-14
  283    25     7  1.3e-13 1.1e-13 8.6e-14 8.1e-14 8.5e-14 8.9e-14 8.9e-14 9.9e-14
  284    25     8  2.0e-13 1.7e-13 1.3e-13 1.3e-13 1.3e-13 1.4e-13 1.4e-13 1.5e-13
  285    25     9  2.9e-13 2.6e-13 2.1e-13 2.0e-13 2.0e-13 2.1e-13 2.2e-13 2.4e-13
  286    25    10  4.3e-13 3.9e-13 3.1e-13 3.0e-13 3.1e-13 3.3e-13 3.3e-13 3.7e-13
  287    25    11  6.3e-13 5.7e-13 4.8e-13 4.6e-13 4.8e-13 5.0e-13 5.1e-13 5.7e-13
  288    25    12  9.2e-13 8.5e-13 7.2e-13 6.9e-13 7.3e-13 7.5e-13 7.8e-13 8.7e-13
  289    25    13  2.1e-12 1.8e-12 1.5e-12 1.4e-12 1.5e-12 1.5e-12 1.6e-12 1.9e-12
  290    25    14  5.2e-12 5.3e-12 5.0e-12 4.7e-12 4.8e-12 4.5e-12 4.2e-12 4.3e-12
  291    25    15  4.0e-12 3.9e-12 3.6e-12 3.6e-12 3.8e-12 4.1e-12 4.7e-12 5.8e-12
  292    25    16  6.1e-12 5.9e-12 5.5e-12 5.2e-12 5.1e-12 4.9e-12 4.6e-12 4.4e-12
  293    25    17  6.8e-12 7.1e-12 7.2e-12 7.8e-12 8.4e-12 9.2e-12 1.2e-11 1.5e-11
  294    25    18  8.1e-12 7.6e-12 7.1e-12 6.7e-12 6.9e-12 6.8e-12 6.3e-12 6.0e-12
  295    25    19  1.4e-11 1.5e-11 1.6e-11 1.8e-11 1.9e-11 2.0e-11 2.5e-11 3.3e-11
  296    25    20  1.4e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11
  297    25    21  4.7e-11 4.7e-11 4.8e-11 4.7e-11 4.9e-11 4.9e-11 5.7e-11 6.9e-11
  298    25    22  2.1e-11 2.6e-11 3.2e-11 3.5e-11 3.7e-11 3.7e-11 4.2e-11 4.9e-11
  299    25    23  1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  300    25    24  6.9e-11 7.0e-11 7.3e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.2e-11
  301    26     1  2.6e-15 2.1e-15 1.4e-15 1.2e-15 1.3e-15 1.4e-15 1.4e-15 1.5e-15
  302    26     2  8.3e-15 6.6e-15 4.5e-15 4.0e-15 4.3e-15 4.6e-15 4.4e-15 4.9e-15
  303    26     3  1.6e-14 1.2e-14 8.5e-15 7.8e-15 8.2e-15 8.7e-15 8.5e-15 9.4e-15
  304    26     4  2.5e-14 2.1e-14 1.4e-14 1.3e-14 1.4e-14 1.5e-14 1.4e-14 1.6e-14
  305    26     5  4.0e-14 3.3e-14 2.3e-14 2.1e-14 2.3e-14 2.4e-14 2.4e-14 2.6e-14
  306    26     6  6.1e-14 5.1e-14 3.7e-14 3.4e-14 3.6e-14 3.8e-14 3.8e-14 4.2e-14
  307    26     7  9.1e-14 7.7e-14 5.8e-14 5.4e-14 5.6e-14 6.0e-14 5.9e-14 6.6e-14
  308    26     8  1.4e-13 1.2e-13 9.0e-14 8.4e-14 8.8e-14 9.3e-14 9.3e-14 1.0e-13
  309    26     9  2.0e-13 1.8e-13 1.4e-13 1.3e-13 1.4e-13 1.4e-13 1.4e-13 1.6e-13
  310    26    10  3.0e-13 2.6e-13 2.1e-13 2.0e-13 2.1e-13 2.2e-13 2.2e-13 2.5e-13
  311    26    11  4.4e-13 3.9e-13 3.2e-13 3.1e-13 3.2e-13 3.3e-13 3.4e-13 3.8e-13
  312    26    12  6.4e-13 5.8e-13 4.9e-13 4.7e-13 4.9e-13 5.1e-13 5.2e-13 5.8e-13
  313    26    13  9.3e-13 8.6e-13 7.3e-13 7.1e-13 7.4e-13 7.7e-13 7.9e-13 8.8e-13
  314    26    14  2.1e-12 1.8e-12 1.5e-12 1.5e-12 1.5e-12 1.6e-12 1.7e-12 1.9e-12
  315    26    15  5.3e-12 5.4e-12 5.1e-12 4.8e-12 4.8e-12 4.6e-12 4.3e-12 4.4e-12
  316    26    16  4.0e-12 4.0e-12 3.7e-12 3.7e-12 3.8e-12 4.2e-12 4.8e-12 5.9e-12
  317    26    17  6.1e-12 6.0e-12 5.5e-12 5.2e-12 5.2e-12 5.0e-12 4.6e-12 4.4e-12
  318    26    18  6.8e-12 7.1e-12 7.3e-12 7.8e-12 8.5e-12 9.3e-12 1.2e-11 1.5e-11
  319    26    19  8.1e-12 7.7e-12 7.2e-12 6.7e-12 7.0e-12 6.8e-12 6.3e-12 6.0e-12
  320    26    20  1.4e-11 1.5e-11 1.6e-11 1.8e-11 1.9e-11 2.0e-11 2.5e-11 3.3e-11
  321    26    21  1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.5e-11 1.5e-11 1.6e-11 1.7e-11
  322    26    22  4.7e-11 4.7e-11 4.8e-11 4.8e-11 4.9e-11 4.9e-11 5.8e-11 7.0e-11
  323    26    23  2.1e-11 2.5e-11 3.2e-11 3.5e-11 3.7e-11 3.7e-11 4.2e-11 4.9e-11
  324    26    24  1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  325    26    25  6.9e-11 7.0e-11 7.2e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.3e-11
  326    27     1  1.8e-15 1.4e-15 9.3e-16 8.3e-16 8.8e-16 9.4e-16 9.0e-16 1.0e-15
  327    27     2  5.7e-15 4.5e-15 3.0e-15 2.7e-15 2.8e-15 3.0e-15 2.9e-15 3.2e-15
  328    27     3  1.1e-14 8.5e-15 5.7e-15 5.1e-15 5.4e-15 5.8e-15 5.6e-15 6.2e-15
  329    27     4  1.8e-14 1.4e-14 9.6e-15 8.8e-15 9.2e-15 9.9e-15 9.6e-15 1.1e-14
  330    27     5  2.7e-14 2.2e-14 1.6e-14 1.4e-14 1.5e-14 1.6e-14 1.6e-14 1.7e-14
  331    27     6  4.2e-14 3.5e-14 2.5e-14 2.3e-14 2.4e-14 2.5e-14 2.5e-14 2.8e-14
  332    27     7  6.3e-14 5.3e-14 3.9e-14 3.6e-14 3.8e-14 4.0e-14 4.0e-14 4.4e-14
  333    27     8  9.4e-14 8.0e-14 6.0e-14 5.6e-14 5.9e-14 6.2e-14 6.2e-14 6.9e-14
  334    27     9  1.4e-13 1.2e-13 9.3e-14 8.7e-14 9.1e-14 9.6e-14 9.6e-14 1.1e-13
  335    27    10  2.1e-13 1.8e-13 1.4e-13 1.3e-13 1.4e-13 1.5e-13 1.5e-13 1.7e-13
  336    27    11  3.0e-13 2.7e-13 2.2e-13 2.1e-13 2.1e-13 2.3e-13 2.3e-13 2.5e-13
  337    27    12  4.5e-13 4.0e-13 3.3e-13 3.1e-13 3.3e-13 3.4e-13 3.5e-13 3.9e-13
  338    27    13  6.5e-13 5.9e-13 5.0e-13 4.8e-13 5.0e-13 5.2e-13 5.3e-13 5.9e-13
  339    27    14  9.4e-13 8.7e-13 7.5e-13 7.2e-13 7.5e-13 7.8e-13 8.1e-13 9.0e-13
  340    27    15  2.1e-12 1.9e-12 1.5e-12 1.5e-12 1.5e-12 1.6e-12 1.7e-12 2.0e-12
  341    27    16  5.3e-12 5.4e-12 5.1e-12 4.9e-12 4.9e-12 4.6e-12 4.4e-12 4.4e-12
  342    27    17  4.0e-12 4.0e-12 3.7e-12 3.7e-12 3.9e-12 4.2e-12 4.9e-12 5.9e-12
  343    27    18  6.1e-12 6.0e-12 5.6e-12 5.3e-12 5.2e-12 5.0e-12 4.7e-12 4.5e-12
  344    27    19  6.8e-12 7.2e-12 7.3e-12 7.9e-12 8.5e-12 9.3e-12 1.2e-11 1.5e-11
  345    27    20  8.1e-12 7.7e-12 7.2e-12 6.7e-12 7.0e-12 6.9e-12 6.4e-12 6.0e-12
  346    27    21  1.4e-11 1.5e-11 1.6e-11 1.8e-11 1.9e-11 2.0e-11 2.5e-11 3.3e-11
  347    27    22  1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.5e-11 1.5e-11 1.6e-11 1.8e-11
  348    27    23  4.7e-11 4.7e-11 4.9e-11 4.8e-11 4.9e-11 5.0e-11 5.8e-11 7.0e-11
  349    27    24  2.1e-11 2.5e-11 3.2e-11 3.5e-11 3.7e-11 3.7e-11 4.2e-11 4.9e-11
  350    27    25  1.2e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.3e-10 1.4e-10 1.6e-10
  351    27    26  6.8e-11 7.0e-11 7.2e-11 7.4e-11 7.5e-11 7.5e-11 7.8e-11 8.3e-11
  352    28     1  1.2e-15 9.6e-16 6.2e-16 5.5e-16 5.8e-16 6.3e-16 6.0e-16 6.6e-16
  353    28     2  3.9e-15 3.1e-15 2.0e-15 1.8e-15 1.9e-15 2.0e-15 1.9e-15 2.1e-15
  354    28     3  7.4e-15 5.8e-15 3.8e-15 3.4e-15 3.6e-15 3.9e-15 3.7e-15 4.1e-15
  355    28     4  1.2e-14 9.6e-15 6.4e-15 5.8e-15 6.2e-15 6.6e-15 6.4e-15 7.1e-15
  356    28     5  1.9e-14 1.5e-14 1.0e-14 9.5e-15 1.0e-14 1.1e-14 1.0e-14 1.1e-14
  357    28     6  2.9e-14 2.4e-14 1.7e-14 1.5e-14 1.6e-14 1.7e-14 1.7e-14 1.9e-14
  358    28     7  4.4e-14 3.6e-14 2.6e-14 2.4e-14 2.5e-14 2.7e-14 2.6e-14 2.9e-14
  359    28     8  6.5e-14 5.5e-14 4.0e-14 3.7e-14 3.9e-14 4.1e-14 4.1e-14 4.6e-14
  360    28     9  9.7e-14 8.3e-14 6.2e-14 5.8e-14 6.1e-14 6.4e-14 6.4e-14 7.1e-14
  361    28    10  1.4e-13 1.2e-13 9.5e-14 8.9e-14 9.4e-14 9.9e-14 9.9e-14 1.1e-13
  362    28    11  2.1e-13 1.9e-13 1.5e-13 1.4e-13 1.4e-13 1.5e-13 1.5e-13 1.7e-13
  363    28    12  3.1e-13 2.8e-13 2.2e-13 2.1e-13 2.2e-13 2.3e-13 2.3e-13 2.6e-13
  364    28    13  4.5e-13 4.1e-13 3.3e-13 3.2e-13 3.3e-13 3.5e-13 3.6e-13 4.0e-13
  365    28    14  6.6e-13 6.0e-13 5.0e-13 4.8e-13 5.0e-13 5.3e-13 5.4e-13 6.0e-13
  366    28    15  9.5e-13 8.8e-13 7.6e-13 7.3e-13 7.6e-13 7.9e-13 8.2e-13 9.1e-13
  367    28    16  2.1e-12 1.9e-12 1.6e-12 1.5e-12 1.5e-12 1.6e-12 1.7e-12 2.0e-12
  368    28    17  5.3e-12 5.5e-12 5.2e-12 4.9e-12 5.0e-12 4.7e-12 4.4e-12 4.5e-12
  369    28    18  4.0e-12 4.0e-12 3.7e-12 3.8e-12 3.9e-12 4.2e-12 4.9e-12 6.0e-12
  370    28    19  6.1e-12 6.0e-12 5.6e-12 5.3e-12 5.2e-12 5.1e-12 4.7e-12 4.5e-12
  371    28    20  6.8e-12 7.2e-12 7.3e-12 7.9e-12 8.6e-12 9.4e-12 1.2e-11 1.6e-11
  372    28    21  8.0e-12 7.7e-12 7.2e-12 6.8e-12 7.0e-12 6.9e-12 6.4e-12 6.1e-12
  373    28    22  1.4e-11 1.5e-11 1.6e-11 1.8e-11 2.0e-11 2.1e-11 2.6e-11 3.4e-11
